trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-76.47068098286852,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,5,-67.53558255540968,"{0: 9, 1: 0, 2: 4, 3: 2, 4: 0}",1
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,0,-100.5662373087163,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,9,-130.28838201123847,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 3}",1
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-96.37507029272349,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
188,False,"{'a': 0.002, 'e': 0.686602333042301}",20,6,-73.66646695162788,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-122.49959779205064,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",25,0,-29.66528026337255,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,11,-26.11496450053128,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,16,-38.523212080296055,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
193,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-120.8794122897694,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-63.75713480115267,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-51.5020949473796,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
196,False,"{'a': 0.002, 'e': 0.675704113960626}",20,0,-97.26866338139465,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",35,0,-229.89259400824108,"{0: 21, 1: 4, 2: 5, 3: 1, 4: 4}",0
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",25,0,-50.11743859428755,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,9,-56.93823083307619,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,0,-247.09205063925228,"{0: 11, 1: 4, 2: 4, 3: 2, 4: 4}",0
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",25,0,-59.422212939557966,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",35,8,-108.14222980807102,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 3}",1
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,0,-62.753185795715325,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",25,0,-27.80935469010871,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,2,-20.741095647267755,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-7.661702949001431,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,0,-19.80042708015517,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.659680270484389}",30,0,-51.51736627217923,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,-30.926619073834047,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,13,-55.00181518810044,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,4,-63.821193754027504,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,7,-0.811723850400782,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,16,-13.12956375784303,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-81.18578572859985,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,0,-78.9159561743742,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-21.97665103494038,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,-83.63803538748216,"{0: 15, 1: 1, 2: 0, 3: 3, 4: 1}",0
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-127.63226704549234,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",30,0,-55.58593530990321,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",30,0,-82.96522720796364,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",1
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",25,2,-82.33319250560535,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 1}",1
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-115.14714247837061,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",30,18,-29.42705998307431,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-12.747082746335142,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,4,-51.315491238181046,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,10,-57.11140326479151,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",25,0,-203.7401796450043,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 4}",0
228,False,"{'a': 0.002, 'e': 0.633813837098549}",35,0,-75.61378809622157,"{0: 23, 1: 7, 2: 3, 3: 2, 4: 0}",0
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,0,-47.1247312036858,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.631283645506926}",20,15,0.5615020907739221,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,6,-64.5813380387082,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",30,4,1.341704751092063,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",25,6,-118.05705277963287,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 2}",1
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-126.3229806504131,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,0,-52.03141250884344,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.623753512917752}",20,10,-13.08070962760578,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,0,-115.93536475393026,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,2,-36.026986845845734,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,9,-45.6566063989524,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",30,0,-8.452730463331877,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
241,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-35.383243390085624,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",30,0,-101.67304248776377,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,12,-58.710121333498556,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,-192.72621836719978,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,8,1.9550260427042037,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,0,-80.73569288706472,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,9,2.1240333483384077,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",30,0,-124.55360444461061,"{0: 19, 1: 6, 2: 2, 3: 1, 4: 2}",0
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,0,-56.96256028686681,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,15,-14.113488694010542,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,11.782476962914812,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-58.01188163637075,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,9,-46.4862921634941,"{0: 7, 1: 1, 2: 1, 3: 2, 4: 0}",1
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,11,-37.06355343278085,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,0,-44.55278310068308,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,14,2.0636763127505944,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",35,0,-63.64024245110514,"{0: 27, 1: 4, 2: 2, 3: 1, 4: 1}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",20,0,-93.36021955613747,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,0,-89.93167146235166,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",30,0,-100.83890755301024,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",1
261,False,"{'a': 0.002, 'e': 0.593332695123052}",25,0,-53.59598816268844,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",30,18,-4.885888525563551,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5909641046815625}",20,7,-43.63972068798569,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,13,2.7657098242194746,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,14,-0.859484803282397,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",25,9,-5.207866789479698,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,6,-19.09687551521568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,0,-42.47586429799288,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-70.71320617217565,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",30,7,-97.03801205270675,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-164.5850959481809,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",30,0,-52.78313013873874,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.579262231380782}",20,13,-1.4223559055110675,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",30,0,-79.79475498623202,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,2,-64.86190537294507,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,12,0.9433443593190076,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,0,12.701540839627574,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,0,-118.03731558284838,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,3,-46.3663299478554,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,12,-7.175172945560332,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,5,-24.48389047532629,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,4,-67.84828926351227,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 1}",1
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,2,-13.396922900510347,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,-36.67078627628481,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",30,0,-34.93103851821761,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,0,-114.33622309564579,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",25,0,-46.181379182621384,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,2,-66.89889377743387,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",30,14,7.507726042946205,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.559898366565402}",30,0,-170.0732334725153,"{0: 23, 1: 1, 2: 0, 3: 2, 4: 4}",0
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,0,-118.91779005648053,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,-96.10439510002558,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",30,21,-44.71130242888792,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,5,-46.79216434589993,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,2,-31.616219986395006,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-166.29244736315465,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,1,-82.22892313461344,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",30,12,14.315504734670226,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",25,17,-10.4202536440232,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-67.6112834161534,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",35,20,16.0723446925124,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,17,-12.273157549388284,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,0,-17.845422297350854,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,14,-45.415357869480644,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",30,13,-65.57781398657815,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,5,21.26456801158688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-79.29225018203823,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",20,13,-15.027592472425624,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.539021403076357}",25,11,16.52023788912524,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,11,-39.97821026750836,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",25,11,-19.40855189485906,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.535796957667456}",35,0,-62.98891539955118,"{0: 26, 1: 3, 2: 4, 3: 2, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",30,6,-42.85941159143685,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-62.2118392599235,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",25,13,6.930853421979246,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,0,-38.572412729565706,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-66.95889923483598,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,5,-122.61919269915529,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",1
319,False,"{'a': 0.002, 'e': 0.528348064179391}",20,0,-128.42241244646675,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,15,7.914260422561989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,8,-14.058019993852144,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,15,9.284235691464787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,9,-10.076475486912257,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,9.756132765389003,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
325,False,"{'a': 0.002, 'e': 0.522045776761016}",25,7,17.676592231099757,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",35,5,-51.84581169615288,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,0,-17.166750682701174,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",25,0,-47.91279964382018,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",30,12,-51.6312729618174,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-112.16616812966068,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",30,0,-37.81858180042163,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,0,-111.86539414317261,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,7,4.98368134765801,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,6,-14.333311153800572,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,-33.202992262161,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,0,1.152963680328447,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",30,3,-48.38170620047475,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 1}",1
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",30,0,-46.57903541274841,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",35,24,-37.13148453102948,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,0,-13.57049155679723,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",25,0,-112.47118256850128,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,2,-16.121021852834893,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,10,-15.960894478877677,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",30,0,-13.376585984380974,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",30,0,-156.51675506579772,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,0,-13.953117631317433,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,0,-48.92447936860476,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",20,5,-16.148618320522512,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",25,0,-110.60188204409789,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",30,17,14.080243421207058,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,11,-3.5357011105857525,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.494602929967057}",30,0,-151.43707270799135,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,0,-148.0564514584966,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",35,0,-45.703593610233774,"{0: 28, 1: 2, 2: 3, 3: 2, 4: 0}",0
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",30,17,-0.6294918805476082,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,0,-76.87642675058869,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,3,-73.53401439713633,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,0,-43.207216674416834,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,13,-14.9167501913163,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,0,-26.100668790992017,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.002, 'e': 0.485779724303885}",30,3,-112.00216278339506,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 2}",1
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",30,15,4.149428243505779,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.483840486467991}",30,7,-28.375368964394074,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,9,-71.98088266447063,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,-53.01296947952199,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
366,False,"{'a': 0.002, 'e': 0.480946135285778}",25,13,18.45869275563856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
